detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,8,0.0,0.0035,0.0,0.0,-1,0,139,40139,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,8,0.05,0.0055,0.0045,0.0083,-1,1,221,40057,19
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,8,0.1,0.0812,0.0006,0.0012,-1,2,3270,37008,18
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,8,0.5,0.5914,0.0004,0.0008,0,10,23819,16459,10
"ZScore(w=30, thr=3.0)",gradual_drift,30,9,0.15,0.0552,0.0018,0.0036,-1,3,1648,28220,17
"MAD(w=30, thr=3.5)",gradual_drift,30,9,0.8,0.1718,0.0031,0.0062,2,16,5131,24737,4
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,9,0.35,0.0043,0.0515,0.0897,-1,7,129,29739,13
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,9,0.2,0.0029,0.0435,0.0714,-1,4,88,29780,16
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,9,0.15,0.0816,0.0012,0.0024,4,3,2436,27432,17
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,9,0.1,0.0104,0.0064,0.012,-1,2,311,29557,18
"ZScore(w=30, thr=3.0)",gradual_drift,30,10,0.1,0.0544,0.0108,0.0194,0,2,184,3198,18
"MAD(w=30, thr=3.5)",gradual_drift,30,10,0.55,0.2593,0.0124,0.0242,0,11,877,2505,9
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,10,1.0,0.1115,0.0504,0.0959,0,20,377,3005,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,10,0.9,0.0497,0.0968,0.1748,0,18,168,3214,2
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,10,0.45,0.0896,0.0288,0.0542,1,9,303,3079,11
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,10,0.95,0.3451,0.016,0.0315,1,19,1167,2215,1
"ZScore(w=30, thr=3.0)",gradual_drift,30,11,0.05,0.0491,0.0009,0.0018,-1,1,1071,20722,19
"MAD(w=30, thr=3.5)",gradual_drift,30,11,0.15,0.1521,0.0009,0.0018,-1,3,3315,18478,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,11,0.0,0.0343,0.0,0.0,-1,0,748,21045,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,11,0.05,0.0667,0.0007,0.0014,-1,1,1454,20339,19
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,11,0.05,0.0865,0.0005,0.001,-1,1,1886,19907,19
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,11,0.0,0.0,0.0,0.0,-1,0,0,21793,20
"ZScore(w=30, thr=3.0)",gradual_drift,30,12,0.05,0.0497,0.0005,0.001,-1,1,2000,38223,19
"MAD(w=30, thr=3.5)",gradual_drift,30,12,0.05,0.1963,0.0001,0.0003,-1,1,7894,32329,19
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,12,0.65,0.1308,0.0025,0.0049,-1,13,5262,34961,7
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,12,0.55,0.101,0.0027,0.0054,-1,11,4062,36161,9
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,12,0.25,0.1311,0.0009,0.0019,-1,5,5273,34950,15
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,12,0.05,0.6471,0.0,0.0001,-1,1,26027,14196,19
"ZScore(w=30, thr=3.0)",gradual_drift,30,13,0.1,0.0432,0.0011,0.0023,-1,2,1742,38536,18
"MAD(w=30, thr=3.5)",gradual_drift,30,13,0.15,0.1923,0.0004,0.0008,-1,3,7746,32532,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,13,0.35,0.0253,0.0068,0.0134,-1,7,1020,39258,13
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,13,0.2,0.0521,0.0019,0.0038,-1,4,2098,38180,16
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,13,0.15,0.0847,0.0009,0.0017,-1,3,3410,36868,17
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,13,0.25,0.6844,0.0002,0.0004,0,5,27568,12710,15
"ZScore(w=30, thr=3.0)",gradual_drift,30,14,0.0,0.0544,0.0,0.0,-1,0,1439,25031,20
"MAD(w=30, thr=3.5)",gradual_drift,30,14,0.9,0.2156,0.0031,0.0063,0,18,5708,20762,2
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,14,0.0,0.0119,0.0,0.0,-1,0,314,26156,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,14,0.0,0.0087,0.0,0.0,-1,0,230,26240,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,14,0.1,0.0819,0.0009,0.0018,-1,2,2169,24301,18
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,14,0.0,0.0504,0.0,0.0,-1,0,1333,25137,20
"ZScore(w=30, thr=3.0)",gradual_drift,30,15,0.15,0.0473,0.0016,0.0031,2,3,1905,38372,17
"MAD(w=30, thr=3.5)",gradual_drift,30,15,0.9,0.1395,0.0032,0.0064,0,18,5619,34658,2
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,15,0.4,0.0615,0.0032,0.0064,-1,8,2479,37798,12
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,15,0.15,0.0251,0.003,0.0058,-1,3,1012,39265,17
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,15,0.1,0.0867,0.0006,0.0011,-1,2,3492,36785,18
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,15,0.0,0.0536,0.0,0.0,-1,0,2157,38120,20
"ZScore(w=30, thr=3.0)",gradual_drift,30,16,0.05,0.0427,0.0006,0.0012,-1,1,1718,38558,19
"MAD(w=30, thr=3.5)",gradual_drift,30,16,0.1,0.1565,0.0003,0.0006,-1,2,6304,33972,18
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,16,1.0,0.4604,0.0011,0.0022,0,20,18545,21731,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,16,0.85,0.2065,0.002,0.0041,3,17,8316,31960,3
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,16,0.7,0.1548,0.0022,0.0045,-1,14,6236,34040,6
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,16,1.0,0.4421,0.0011,0.0022,0,20,17806,22470,0
"ZScore(w=30, thr=3.0)",gradual_drift,30,17,0.0,0.0471,0.0,0.0,-1,0,1896,38376,20
"MAD(w=30, thr=3.5)",gradual_drift,30,17,0.0,0.1303,0.0,0.0,-1,0,5248,35024,20
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,17,1.0,0.6769,0.0007,0.0015,0,20,27261,13011,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,17,1.0,0.427,0.0012,0.0023,0,20,17197,23075,0
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,17,0.9,0.2664,0.0017,0.0033,2,18,10730,29542,2
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,17,0.15,0.0095,0.0078,0.0148,-1,3,383,39889,17
"ZScore(w=30, thr=3.0)",gradual_drift,30,18,0.05,0.0401,0.0006,0.0012,-1,1,1616,38662,19
"MAD(w=30, thr=3.5)",gradual_drift,30,18,0.15,0.1899,0.0004,0.0008,1,3,7648,32630,17
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,18,0.0,0.0035,0.0,0.0,-1,0,139,40139,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,18,0.0,0.0055,0.0,0.0,-1,0,220,40058,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,18,0.05,0.0812,0.0003,0.0006,4,1,3272,37006,19
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,18,1.0,0.5912,0.0008,0.0017,0,20,23814,16464,0
"ZScore(w=30, thr=3.0)",gradual_drift,30,19,0.15,0.036,0.0021,0.0041,0,3,1449,38753,17
"MAD(w=30, thr=3.5)",gradual_drift,30,19,0.35,0.0752,0.0023,0.0046,0,7,3022,37180,13
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,19,0.55,0.0198,0.0137,0.0267,-1,11,794,39408,9
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,19,0.25,0.0539,0.0023,0.0046,2,5,2166,38036,15
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,19,0.2,0.0834,0.0012,0.0024,2,4,3353,36849,16
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,19,0.0,0.2377,0.0,0.0,-1,0,9555,30647,20
"ZScore(w=30, thr=3.0)",gradual_drift,30,20,0.0,0.0506,0.0,0.0,-1,0,2038,38235,20
"MAD(w=30, thr=3.5)",gradual_drift,30,20,0.75,0.1687,0.0022,0.0044,0,15,6794,33479,5
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,20,0.0,0.0007,0.0,0.0,-1,0,30,40243,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,20,0.0,0.0009,0.0,0.0,-1,0,36,40237,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,20,0.1,0.0813,0.0006,0.0012,-1,2,3276,36997,18
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,20,0.0,0.0032,0.0,0.0,-1,0,128,40145,20
"ZScore(w=30, thr=3.0)",gradual_drift,30,21,0.15,0.0583,0.0013,0.0025,-1,3,2348,37915,17
"MAD(w=30, thr=3.5)",gradual_drift,30,21,0.7,0.2135,0.0016,0.0032,1,14,8596,31667,6
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,21,0.0,0.1024,0.0,0.0,-1,0,4123,36140,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,21,0.0,0.0566,0.0,0.0,-1,0,2277,37986,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,21,0.05,0.0966,0.0003,0.0005,-1,1,3888,36375,19
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,21,0.0,0.0005,0.0,0.0,-1,0,22,40241,20
"ZScore(w=30, thr=3.0)",gradual_drift,30,22,0.1,0.0474,0.001,0.0021,0,2,1907,38338,18
"MAD(w=30, thr=3.5)",gradual_drift,30,22,0.2,0.1575,0.0006,0.0013,0,4,6337,33908,16
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,22,0.0,0.0074,0.0,0.0,-1,0,297,39948,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,22,0.05,0.0907,0.0003,0.0005,1,1,3650,36595,19
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,22,0.1,0.0851,0.0006,0.0012,3,2,3425,36820,18
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,22,0.65,0.6584,0.0005,0.001,0,13,26496,13749,7
"ZScore(w=30, thr=3.0)",gradual_drift,30,23,0.15,0.0414,0.0018,0.0036,-1,3,1667,38611,17
"MAD(w=30, thr=3.5)",gradual_drift,30,23,0.8,0.1375,0.0029,0.0057,1,16,5540,34738,4
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,23,0.5,0.209,0.0012,0.0024,0,10,8418,31860,10
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,23,0.35,0.1177,0.0015,0.0029,0,7,4742,35536,13
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,23,0.25,0.0963,0.0013,0.0026,-1,5,3878,36400,15
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,23,0.55,0.5285,0.0005,0.001,0,11,21286,18992,9
"ZScore(w=30, thr=3.0)",gradual_drift,30,24,0.1,0.0514,0.001,0.0019,4,2,2069,38146,18
"MAD(w=30, thr=3.5)",gradual_drift,30,24,0.05,0.1873,0.0001,0.0003,4,1,7532,32683,19
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,24,0.8,0.0248,0.0158,0.0309,4,16,999,39216,4
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,24,0.5,0.0567,0.0044,0.0087,3,10,2281,37934,10
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,24,0.3,0.0854,0.0017,0.0035,2,6,3433,36782,14
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,24,0.5,0.6031,0.0004,0.0008,-1,10,24253,15962,10
"ZScore(w=30, thr=3.0)",gradual_drift,30,25,0.05,0.0367,0.0007,0.0013,-1,1,1479,38799,19
"MAD(w=30, thr=3.5)",gradual_drift,30,25,0.5,0.1044,0.0024,0.0047,1,10,4207,36071,10
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,25,0.8,0.2236,0.0018,0.0035,4,16,9007,31271,4
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,25,0.75,0.0944,0.0039,0.0078,3,15,3803,36475,5
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,25,0.35,0.1133,0.0015,0.003,4,7,4564,35714,13
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,25,0.5,0.4068,0.0006,0.0012,-1,10,16387,23891,10
"ZScore(w=30, thr=3.0)",gradual_drift,30,26,0.05,0.032,0.0008,0.0015,-1,1,1287,38991,19
"MAD(w=30, thr=3.5)",gradual_drift,30,26,0.5,0.0598,0.0041,0.0082,3,10,2410,37868,10
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,26,0.35,0.2643,0.0007,0.0013,-1,7,10647,29631,13
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,26,0.2,0.1129,0.0009,0.0018,-1,4,4546,35732,16
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,26,0.05,0.1111,0.0002,0.0004,-1,1,4474,35804,19
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,26,0.55,0.1938,0.0014,0.0028,0,11,7805,32473,9
"ZScore(w=30, thr=3.0)",gradual_drift,30,27,0.0,0.0567,0.0,0.0,-1,0,2263,37681,20
"MAD(w=30, thr=3.5)",gradual_drift,30,27,0.5,0.2235,0.0011,0.0022,2,10,8927,31017,10
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,27,0.55,0.1701,0.0016,0.0032,-1,11,6794,33150,9
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,27,0.4,0.0799,0.0025,0.005,-1,8,3192,36752,12
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,27,0.15,0.1212,0.0006,0.0012,-1,3,4842,35102,17
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,27,0.0,0.0039,0.0,0.0,-1,0,156,39788,20
"ZScore(w=30, thr=3.0)",gradual_drift,30,28,0.1,0.0414,0.0012,0.0024,-1,2,1667,38611,18
"MAD(w=30, thr=3.5)",gradual_drift,30,28,0.6,0.1436,0.0021,0.0041,-1,12,5783,34495,8
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,28,0.0,0.0939,0.0,0.0,-1,0,3782,36496,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,28,0.0,0.0358,0.0,0.0,-1,0,1440,38838,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,28,0.05,0.088,0.0003,0.0006,-1,1,3546,36732,19
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,28,0.7,0.4918,0.0007,0.0014,0,14,19808,20470,6
"ZScore(w=30, thr=3.0)",gradual_drift,30,29,0.1,0.0307,0.0016,0.0032,-1,2,1237,39041,18
"MAD(w=30, thr=3.5)",gradual_drift,30,29,0.6,0.0663,0.0045,0.0089,-1,12,2670,37608,8
"EWMA(lambda=0.2, L=3.5)",gradual_drift,30,29,1.0,0.3032,0.0016,0.0033,0,20,12211,28067,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,30,29,0.9,0.1338,0.0033,0.0066,1,18,5391,34887,2
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,30,29,0.65,0.1139,0.0028,0.0056,2,13,4589,35689,7
"SlidingWindow(mean, w=30, thr=3.0)",gradual_drift,30,29,0.2,0.069,0.0014,0.0029,-1,4,2780,37498,16
"ZScore(w=30, thr=3.0)",transient,30,0,1.0,0.049,0.0005,0.001,0,1,1972,38274,0
"MAD(w=30, thr=3.5)",transient,30,0,1.0,0.1766,0.0001,0.0003,0,1,7107,33139,0
"EWMA(lambda=0.2, L=3.5)",transient,30,0,0.0,0.0728,0.0,0.0,-1,0,2928,37318,1
"CUSUM(k=0.5, h=3.5)",transient,30,0,0.0,0.0716,0.0,0.0,-1,0,2882,37364,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,0,0.0,0.0917,0.0,0.0,-1,0,3689,36557,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,0,1.0,0.6208,0.0,0.0001,0,1,24983,15263,0
"ZScore(w=30, thr=3.0)",transient,30,1,1.0,0.0506,0.0005,0.001,0,1,2037,38255,0
"MAD(w=30, thr=3.5)",transient,30,1,1.0,0.1686,0.0001,0.0003,0,1,6795,33497,0
"EWMA(lambda=0.2, L=3.5)",transient,30,1,0.0,0.0007,0.0,0.0,-1,0,30,40262,1
"CUSUM(k=0.5, h=3.5)",transient,30,1,0.0,0.0009,0.0,0.0,-1,0,36,40256,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,1,0.0,0.0814,0.0,0.0,-1,0,3278,37014,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,1,0.0,0.0032,0.0,0.0,-1,0,128,40164,1
"ZScore(w=30, thr=3.0)",transient,30,2,1.0,0.046,0.0005,0.0011,0,1,1852,38419,0
"MAD(w=30, thr=3.5)",transient,30,2,1.0,0.1988,0.0001,0.0002,0,1,8007,32264,0
"EWMA(lambda=0.2, L=3.5)",transient,30,2,0.0,0.0148,0.0,0.0,-1,0,597,39674,1
"CUSUM(k=0.5, h=3.5)",transient,30,2,0.0,0.0089,0.0,0.0,-1,0,359,39912,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,2,0.0,0.0828,0.0,0.0,-1,0,3335,36936,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,2,1.0,0.4764,0.0001,0.0001,0,1,19186,21085,0
"ZScore(w=30, thr=3.0)",transient,30,3,1.0,0.0537,0.0005,0.0009,0,1,2163,38111,0
"MAD(w=30, thr=3.5)",transient,30,3,1.0,0.19,0.0001,0.0003,0,1,7652,32622,0
"EWMA(lambda=0.2, L=3.5)",transient,30,3,0.0,0.0025,0.0,0.0,-1,0,101,40173,1
"CUSUM(k=0.5, h=3.5)",transient,30,3,0.0,0.0191,0.0,0.0,-1,0,771,39503,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,3,0.0,0.0814,0.0,0.0,1,0,3277,36997,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,3,1.0,0.6719,0.0,0.0001,0,1,27061,13213,0
"ZScore(w=30, thr=3.0)",transient,30,4,1.0,0.0445,0.0006,0.0011,0,1,1795,38499,0
"MAD(w=30, thr=3.5)",transient,30,4,1.0,0.1115,0.0002,0.0004,0,1,4493,35801,0
"EWMA(lambda=0.2, L=3.5)",transient,30,4,1.0,0.0859,0.0003,0.0006,0,1,3463,36831,0
"CUSUM(k=0.5, h=3.5)",transient,30,4,1.0,0.035,0.0007,0.0014,0,1,1412,38882,0
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,4,1.0,0.0889,0.0003,0.0006,0,1,3581,36713,0
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,4,0.0,0.492,0.0,0.0,-1,0,19826,20468,1
"ZScore(w=30, thr=3.0)",transient,30,5,1.0,0.049,0.0005,0.001,0,1,1976,38319,0
"MAD(w=30, thr=3.5)",transient,30,5,1.0,0.1797,0.0001,0.0003,0,1,7243,33052,0
"EWMA(lambda=0.2, L=3.5)",transient,30,5,0.0,0.1365,0.0,0.0,-1,0,5499,34796,1
"CUSUM(k=0.5, h=3.5)",transient,30,5,0.0,0.05,0.0,0.0,-1,0,2016,38279,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,5,0.0,0.0947,0.0,0.0,-1,0,3814,36481,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,5,0.0,0.0273,0.0,0.0,-1,0,1100,39195,1
"ZScore(w=30, thr=3.0)",transient,30,6,1.0,0.0479,0.0005,0.0011,0,1,1902,37808,0
"MAD(w=30, thr=3.5)",transient,30,6,1.0,0.1629,0.0002,0.0003,0,1,6469,33241,0
"EWMA(lambda=0.2, L=3.5)",transient,30,6,0.0,0.096,0.0,0.0,-1,0,3814,35896,1
"CUSUM(k=0.5, h=3.5)",transient,30,6,0.0,0.0619,0.0,0.0,-1,0,2458,37252,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,6,0.0,0.0953,0.0,0.0,3,0,3786,35924,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,6,0.0,0.0043,0.0,0.0,-1,0,169,39541,1
"ZScore(w=30, thr=3.0)",transient,30,7,1.0,0.0661,0.0004,0.0008,0,1,2664,37628,0
"MAD(w=30, thr=3.5)",transient,30,7,1.0,0.2046,0.0001,0.0002,0,1,8244,32048,0
"EWMA(lambda=0.2, L=3.5)",transient,30,7,1.0,0.0864,0.0003,0.0006,0,1,3483,36809,0
"CUSUM(k=0.5, h=3.5)",transient,30,7,1.0,0.0467,0.0005,0.0011,0,1,1880,38412,0
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,7,0.0,0.0907,0.0,0.0,2,0,3654,36638,1
"SlidingWindow(mean, w=30, thr=3.0)",transient,30,7,0.0,0.0017,0.0,0.0,-1,0,68,40224,1
"ZScore(w=30, thr=3.0)",transient,30,8,1.0,0.0543,0.0005,0.0009,0,1,2188,38074,0
"MAD(w=30, thr=3.5)",transient,30,8,1.0,0.1789,0.0001,0.0003,0,1,7202,33060,0
"EWMA(lambda=0.2, L=3.5)",transient,30,8,0.0,0.0062,0.0,0.0,3,0,250,40012,1
"CUSUM(k=0.5, h=3.5)",transient,30,8,0.0,0.0202,0.0,0.0,3,0,814,39448,1
"PageHinkley(delta=0.5, lambda=12.0)",transient,30,8,0.0,0.082,0.0,0.0,3,0,3301,36961,1
