detector,window,source,anomaly_type,base,seed,mag,stream,family,pr_auc,vus_pr,f1,precision,recall,mcc,pa_f1,nab,nab_low_fp,detected_frac,latency,fp_per_1k,threshold,anomaly_ratio
hampel,20,nab,real,realTraffic,0,real,nab|real|realTraffic|s0|mreal,robust,0.1657356121501396,0.17176160252264128,0.1970970206264324,0.12181303116147309,0.516,0.06181171006972042,0.8880994671403198,-2479.8800506871307,-5059.380050687131,1.0,1.5,369.5390781563126,0.6744907593249493,0.10020040080160321
hampel,30,syn,spike,flat,0,4.0,syn|spike|flat|s0|m4.0,robust,0.5333333333333333,0.17954939716039647,0.5,1.0,0.3333333333333333,0.5763856064118864,0.5,32.069030332979274,32.069030332979274,0.3333333333333333,0.0,0.0,8.031695768537388,0.005
hampel,30,syn,spike,flat,1,4.0,syn|spike|flat|s1|m4.0,robust,0.8095238095238095,0.25753641846438635,0.8,1.0,0.6666666666666666,0.8158136058346189,0.5,64.13806066595855,64.13806066595855,0.6666666666666666,0.0,0.0,4.4289199506152865,0.005
hampel,30,syn,spike,flat,2,4.0,syn|spike|flat|s2|m4.0,robust,0.689922480620155,0.18996470065241472,0.8,1.0,0.6666666666666666,0.8158136058346189,0.5,64.13806066595855,64.13806066595855,0.6666666666666666,0.0,0.0,4.811728136898694,0.005
hampel,30,syn,spike,flat,3,4.0,syn|spike|flat|s3|m4.0,robust,0.4042735042735043,0.14312866866495827,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6649916247906198,0.16666666666666666,62.30472733262522,60.471393999291884,0.6666666666666666,0.0,1.6666666666666667,3.1143186261949958,0.005
hampel,30,syn,spike,flat,4,4.0,syn|spike|flat|s4|m4.0,robust,0.9166666666666666,0.24894749818090656,0.8571428571428571,0.75,1.0,0.8652997853882577,0.5,94.37375766560449,92.54042433227117,1.0,0.0,1.6666666666666667,3.6826607420573514,0.005
hampel,30,syn,spike,flat,0,6.0,syn|spike|flat|s0|m6.0,robust,1.0,0.2720713489449432,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,4.827380997616175,0.005
hampel,30,syn,spike,flat,1,6.0,syn|spike|flat|s1|m6.0,robust,1.0,0.2953004804172626,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,5.620881547303299,0.005
hampel,30,syn,spike,flat,2,6.0,syn|spike|flat|s2|m6.0,robust,0.8333333333333333,0.21868942221908713,0.8,1.0,0.6666666666666666,0.8158136058346189,0.5,64.13806066595855,64.13806066595855,0.6666666666666666,0.0,0.0,6.924358109855077,0.005
hampel,30,syn,spike,flat,3,6.0,syn|spike|flat|s3|m6.0,robust,1.0,0.2616819683964428,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,3.794378574480594,0.005
hampel,30,syn,spike,flat,4,6.0,syn|spike|flat|s4|m6.0,robust,1.0,0.26546927528528985,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,5.569998012742091,0.005
hampel,30,syn,spike,flat,0,9.0,syn|spike|flat|s0|m9.0,robust,1.0,0.2720713489449432,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,8.150789685560191,0.005
hampel,30,syn,spike,flat,1,9.0,syn|spike|flat|s1|m9.0,robust,1.0,0.2953004804172626,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,8.830278120495336,0.005
hampel,30,syn,spike,flat,2,9.0,syn|spike|flat|s2|m9.0,robust,1.0,0.2517329764278538,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,5.902694744775895,0.005
hampel,30,syn,spike,flat,3,9.0,syn|spike|flat|s3|m9.0,robust,1.0,0.2616819683964428,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,6.970582697652612,0.005
hampel,30,syn,spike,flat,4,9.0,syn|spike|flat|s4|m9.0,robust,1.0,0.26546927528528985,1.0,1.0,1.0,1.0,0.5,96.20709099893783,96.20709099893783,1.0,0.0,0.0,8.401003918769199,0.005
hampel,30,syn,spike,periodic,0,4.0,syn|spike|periodic|s0|m4.0,robust,0.037678089132837184,0.06012164059652505,0.15384615384615383,0.1,0.3333333333333333,0.17534809698013787,0.08333333333333333,15.569030332979272,-0.9309696670207238,0.3333333333333333,0.0,15.0,1.3753360699315282,0.005
