detector,window,anomaly_type,pr_auc,vus_pr,f1,precision,recall,mcc,pa_f1,nab,nab_low_fp,detected_frac,latency,fp_per_1k
acf_periodicity,20,periodicity,0.8322300714499112,0.8594005425683762,0.8651684714371906,0.8677732190178553,0.8666666666666666,0.8470805207965808,0.9923076923076923,-206.61062035491332,-505.81062035491334,1.0,8.8,12.333333333333332
acf_periodicity,20,transient,0.03412542730164439,0.14106402735313592,0.07745639610958101,0.08547520088874072,0.6004761904761905,0.11342768214388584,0.09303839235709328,-127.20638137101903,-326.94804803768574,0.6666666666666666,0.325,261.9166666666667
acf_periodicity,20,real,0.11792905162268573,0.12463625128176077,0.20955436792867846,0.16470221029703097,0.8246664559623511,0.05760385862572455,0.7884667043118968,-8687.895239718639,-17474.865477813877,1.0,7.964285714285714,698.1080171455723
acf_periodicity,30,spike,0.02137259361228191,0.0933215196299832,0.062271472859499,0.04046619402570702,0.5777777777777777,0.09643731048301189,0.03947289191527312,-142.90965735525714,-352.8263240219238,0.5833333333333334,0.016666666666666666,210.94444444444443
acf_periodicity,30,drift,0.556078681514251,0.5641114215324134,0.6857573395689932,0.5614420500198037,0.9958224119392229,0.045069318141189293,0.976418921740011,-2815.7929758795476,-5731.251309212881,1.0,0.0,424.75
acf_periodicity,30,periodicity,0.8110741572680032,0.8474405319353349,0.8266877244953008,0.8191875843769516,0.8506666666666666,0.8067280771043878,0.9935483870967742,-236.13472363818067,-562.8347236381808,1.0,11.2,20.666666666666664
acf_periodicity,30,transient,0.04365842946653607,0.14087655553494655,0.08692098339957563,0.12150562424378884,0.616547619047619,0.12738198212623392,0.10558591673459088,-134.33640389535964,-339.3718205620263,0.675,0.2777777777777778,268.80555555555554
acf_periodicity,30,real,0.10414194118789852,0.1105587548213616,0.1985163465145776,0.12253982064574777,0.8385641967822776,0.04001202549645145,0.7437068384286881,-8997.72748343267,-18094.792959623148,1.0,3.095238095238095,707.5578000699686
acf_periodicity,50,spike,0.032878401576119175,0.09066437555618712,0.06486396911499362,0.07322541699547301,0.5611111111111111,0.0961799661851829,0.05590456302933953,-182.4716391807642,-433.3021947363198,0.6,0.07777777777777778,248.80555555555557
acf_periodicity,50,drift,0.5443512304021347,0.5542967990415472,0.69031678972811,0.5698189943531963,0.9717325212913449,0.06286537681932604,0.9677510694168998,-2690.67111693703,-5481.004450270363,1.0,0.16666666666666666,391.38888888888886
acf_periodicity,50,periodicity,0.6704732219762523,0.7405918010094179,0.7074503030237743,0.6660575707480012,0.768,0.6690332516180122,0.984631189644545,-317.0592936946111,-720.7592936946111,1.0,16.2,44.333333333333336
acf_periodicity,50,transient,0.05904629303798704,0.1562789624350626,0.11218172011172449,0.1866312982205353,0.5553968253968253,0.1563462331792019,0.13260030505930614,-104.07968317806966,-267.97968317806965,0.5833333333333334,0.3222222222222222,214.88888888888889
acf_periodicity,50,real,0.11453395146992106,0.12368236345699603,0.20860661939001088,0.15368053539452292,0.7848085996961124,0.05810725365593161,0.6641861481480669,-14495.872323915295,-29082.461609629583,0.9464285714285714,7.857142857142857,648.8169809463479
heavy_baseline,10,spike,0.4911990777651355,0.15837586173058385,0.5547661711235555,0.6301321541963512,0.6277777777777778,0.5781541498189308,0.3389229496622304,37.633347903754654,8.69723679264355,0.6611111111111111,0.05,28.083333333333332
heavy_baseline,10,drift,0.5587710859179016,0.5683471233747563,0.6855480352727378,0.56141591482441,0.9961722106223151,0.11672521488638687,0.9812124188398041,-2818.451309212881,-5736.567975879548,1.0,0.0,425.4166666666667
