detector,anomaly_type,window_size,trial,tpr,fpr,precision,f1,detection_latency,tp,fp,tn,fn
TwoLayerEnsemble,rate_shift,20,22,0.05,0.1767,0.0001,0.0003,1,1,7113,33145,19
"ZScore(w=20, thr=3.0)",rate_shift,20,23,0.0,0.0319,0.0,0.0,-1,0,1285,38956,20
"MAD(w=20, thr=3.5)",rate_shift,20,23,0.05,0.0424,0.0006,0.0012,-1,1,1706,38535,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,23,0.25,0.1489,0.0008,0.0017,-1,5,5992,34249,15
"CUSUM(k=0.5, h=3.5)",rate_shift,20,23,0.15,0.073,0.001,0.002,-1,3,2938,37303,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,23,0.1,0.0946,0.0005,0.001,-1,2,3806,36435,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,23,0.55,0.3393,0.0008,0.0016,0,11,13653,26588,9
GatedCUSUM(n=2),rate_shift,20,23,0.0,0.0016,0.0,0.0,-1,0,63,40178,20
GatedEWMA(n=2),rate_shift,20,23,0.2,0.1246,0.0008,0.0016,-1,4,5015,35226,16
GatedMAD(n=2),rate_shift,20,23,0.0,0.0061,0.0,0.0,-1,0,247,39994,20
GatedZScore(n=2),rate_shift,20,23,0.0,0.0017,0.0,0.0,-1,0,70,40171,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,23,0.0,0.0014,0.0,0.0,-1,0,55,40186,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,23,0.2,0.1249,0.0008,0.0016,-1,4,5025,35216,16
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,23,0.0,0.0065,0.0,0.0,-1,0,262,39979,20
TwoLayerEnsemble,rate_shift,20,23,0.2,0.1259,0.0008,0.0016,-1,4,5068,35173,16
"ZScore(w=20, thr=3.0)",rate_shift,20,24,0.1,0.0556,0.0009,0.0018,3,2,2239,38034,18
"MAD(w=20, thr=3.5)",rate_shift,20,24,0.35,0.1615,0.0011,0.0021,0,7,6504,33769,13
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,24,1.0,0.3288,0.0015,0.003,0,20,13240,27033,0
"CUSUM(k=0.5, h=3.5)",rate_shift,20,24,1.0,0.1733,0.0029,0.0057,0,20,6980,33293,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,24,0.1,0.3217,0.0002,0.0003,3,2,12957,27316,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,24,0.0,0.0024,0.0,0.0,-1,0,97,40176,20
GatedCUSUM(n=2),rate_shift,20,24,1.0,0.0957,0.0052,0.0103,0,20,3853,36420,0
GatedEWMA(n=2),rate_shift,20,24,1.0,0.3173,0.0016,0.0031,0,20,12778,27495,0
GatedMAD(n=2),rate_shift,20,24,0.3,0.0604,0.0025,0.0049,0,6,2431,37842,14
GatedZScore(n=2),rate_shift,20,24,0.0,0.0084,0.0,0.0,-1,0,337,39936,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,24,0.0,0.0083,0.0,0.0,-1,0,333,39940,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,24,1.0,0.3181,0.0016,0.0031,0,20,12811,27462,0
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,24,0.3,0.0605,0.0025,0.0049,0,6,2435,37838,14
TwoLayerEnsemble,rate_shift,20,24,1.0,0.322,0.0015,0.0031,0,20,12968,27305,0
"ZScore(w=20, thr=3.0)",rate_shift,20,25,0.05,0.0515,0.0005,0.001,3,1,2073,38201,19
"MAD(w=20, thr=3.5)",rate_shift,20,25,0.6,0.163,0.0018,0.0036,0,12,6563,33711,8
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,25,0.95,0.4801,0.001,0.002,1,19,19335,20939,1
"CUSUM(k=0.5, h=3.5)",rate_shift,20,25,1.0,0.2241,0.0022,0.0044,0,20,9024,31250,0
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,25,0.35,0.172,0.001,0.002,2,7,6928,33346,13
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,25,0.0,0.0078,0.0,0.0,-1,0,316,39958,20
GatedCUSUM(n=2),rate_shift,20,25,0.95,0.0913,0.0051,0.0102,1,19,3677,36597,1
GatedEWMA(n=2),rate_shift,20,25,0.9,0.4539,0.001,0.002,2,18,18282,21992,2
GatedMAD(n=2),rate_shift,20,25,0.45,0.0601,0.0037,0.0073,1,9,2422,37852,11
GatedZScore(n=2),rate_shift,20,25,0.0,0.006,0.0,0.0,-1,0,242,40032,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,25,0.0,0.0058,0.0,0.0,-1,0,233,40041,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,25,0.95,0.4549,0.001,0.0021,1,19,18319,21955,1
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,25,0.45,0.0604,0.0037,0.0073,1,9,2431,37843,11
TwoLayerEnsemble,rate_shift,20,25,0.95,0.4574,0.001,0.0021,1,19,18421,21853,1
"ZScore(w=20, thr=3.0)",rate_shift,20,26,0.1,0.04,0.0012,0.0025,0,2,1610,38664,18
"MAD(w=20, thr=3.5)",rate_shift,20,26,0.15,0.0623,0.0012,0.0024,0,3,2509,37765,17
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,26,0.0,0.0954,0.0,0.0,-1,0,3843,36431,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,26,0.15,0.0533,0.0014,0.0028,2,3,2145,38129,17
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,26,0.1,0.0924,0.0005,0.0011,4,2,3722,36552,18
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,26,0.15,0.4811,0.0002,0.0003,0,3,19375,20899,17
GatedCUSUM(n=2),rate_shift,20,26,0.0,0.0014,0.0,0.0,-1,0,55,40219,20
GatedEWMA(n=2),rate_shift,20,26,0.0,0.0829,0.0,0.0,-1,0,3338,36936,20
GatedMAD(n=2),rate_shift,20,26,0.1,0.0208,0.0024,0.0046,1,2,839,39435,18
GatedZScore(n=2),rate_shift,20,26,0.05,0.0049,0.005,0.0091,1,1,198,40076,19
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,26,0.05,0.0041,0.0061,0.0108,1,1,164,40110,19
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,26,0.0,0.0831,0.0,0.0,-1,0,3346,36928,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,26,0.1,0.0217,0.0023,0.0045,1,2,873,39401,18
TwoLayerEnsemble,rate_shift,20,26,0.05,0.0869,0.0003,0.0006,1,1,3498,36776,19
"ZScore(w=20, thr=3.0)",rate_shift,20,27,0.05,0.04,0.0006,0.0012,0,1,1610,38664,19
"MAD(w=20, thr=3.5)",rate_shift,20,27,0.05,0.0623,0.0004,0.0008,0,1,2508,37766,19
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,27,0.55,0.0954,0.0029,0.0057,-1,11,3843,36431,9
"CUSUM(k=0.5, h=3.5)",rate_shift,20,27,0.2,0.0533,0.0019,0.0037,2,4,2145,38129,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,27,0.15,0.0924,0.0008,0.0016,0,3,3723,36551,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,27,0.0,0.4819,0.0,0.0,-1,0,19407,20867,20
GatedCUSUM(n=2),rate_shift,20,27,0.0,0.0014,0.0,0.0,-1,0,55,40219,20
GatedEWMA(n=2),rate_shift,20,27,0.4,0.0829,0.0024,0.0048,-1,8,3338,36936,12
GatedMAD(n=2),rate_shift,20,27,0.0,0.0208,0.0,0.0,-1,0,838,39436,20
GatedZScore(n=2),rate_shift,20,27,0.0,0.0049,0.0,0.0,-1,0,198,40076,20
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,27,0.0,0.004,0.0,0.0,-1,0,163,40111,20
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,27,0.4,0.0831,0.0024,0.0047,-1,8,3346,36928,12
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,27,0.0,0.0217,0.0,0.0,-1,0,873,39401,20
TwoLayerEnsemble,rate_shift,20,27,0.4,0.0868,0.0023,0.0045,-1,8,3497,36777,12
"ZScore(w=20, thr=3.0)",rate_shift,20,28,0.1,0.0606,0.0008,0.0016,-1,2,2440,37823,18
"MAD(w=20, thr=3.5)",rate_shift,20,28,0.55,0.1841,0.0015,0.003,0,11,7412,32851,9
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,28,0.0,0.1683,0.0,0.0,-1,0,6777,33486,20
"CUSUM(k=0.5, h=3.5)",rate_shift,20,28,0.0,0.0688,0.0,0.0,-1,0,2771,37492,20
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,28,0.05,0.1025,0.0002,0.0005,-1,1,4128,36135,19
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,28,0.0,0.0023,0.0,0.0,-1,0,93,40170,20
GatedCUSUM(n=2),rate_shift,20,28,0.0,0.0154,0.0,0.0,-1,0,621,39642,20
GatedEWMA(n=2),rate_shift,20,28,0.0,0.1619,0.0,0.0,-1,0,6517,33746,20
GatedMAD(n=2),rate_shift,20,28,0.4,0.0842,0.0024,0.0047,1,8,3391,36872,12
GatedZScore(n=2),rate_shift,20,28,0.05,0.0143,0.0017,0.0034,-1,1,576,39687,19
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,28,0.05,0.0142,0.0017,0.0034,-1,1,573,39690,19
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,28,0.0,0.1625,0.0,0.0,-1,0,6544,33719,20
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,28,0.4,0.0843,0.0024,0.0047,1,8,3394,36869,12
TwoLayerEnsemble,rate_shift,20,28,0.05,0.1749,0.0001,0.0003,-1,1,7043,33220,19
"ZScore(w=20, thr=3.0)",rate_shift,20,29,0.15,0.0522,0.0015,0.0029,0,3,2022,36736,17
"MAD(w=20, thr=3.5)",rate_shift,20,29,0.5,0.1531,0.0017,0.0034,0,10,5933,32825,10
"EWMA(lambda=0.2, L=3.5)",rate_shift,20,29,0.65,0.0408,0.0081,0.0161,-1,13,1583,37175,7
"CUSUM(k=0.5, h=3.5)",rate_shift,20,29,0.2,0.0159,0.0065,0.0125,4,4,616,38142,16
"PageHinkley(delta=0.5, lambda=12.0)",rate_shift,20,29,0.15,0.0841,0.0009,0.0018,-1,3,3261,35497,17
"SlidingWindow(mean, w=20, thr=3.0)",rate_shift,20,29,0.05,0.6018,0.0,0.0001,0,1,23324,15434,19
GatedCUSUM(n=2),rate_shift,20,29,0.0,0.0029,0.0,0.0,-1,0,112,38646,20
GatedEWMA(n=2),rate_shift,20,29,0.6,0.033,0.0093,0.0183,-1,12,1279,37479,8
GatedMAD(n=2),rate_shift,20,29,0.4,0.0505,0.0041,0.0081,1,8,1959,36799,12
GatedZScore(n=2),rate_shift,20,29,0.05,0.0065,0.004,0.0074,1,1,251,38507,19
Spike_AND(GatedMAD+GatedZScore),rate_shift,20,29,0.05,0.0062,0.0041,0.0076,1,1,242,38516,19
Sustained_OR(GatedEWMA+GatedCUSUM),rate_shift,20,29,0.6,0.0331,0.0093,0.0182,-1,12,1284,37474,8
Spike_OR(GatedMAD+GatedZScore),rate_shift,20,29,0.4,0.0508,0.004,0.008,1,8,1968,36790,12
TwoLayerEnsemble,rate_shift,20,29,0.65,0.0387,0.0086,0.017,1,13,1499,37259,7
"ZScore(w=20, thr=3.0)",gradual_drift,20,0,0.0,0.051,0.0,0.0,-1,0,2054,38218,20
"MAD(w=20, thr=3.5)",gradual_drift,20,0,0.55,0.1184,0.0023,0.0046,1,11,4770,35502,9
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,0,1.0,0.8281,0.0006,0.0012,0,20,33351,6921,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,0,1.0,0.6179,0.0008,0.0016,0,20,24883,15389,0
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,0,0.75,0.4484,0.0008,0.0017,4,15,18056,22216,5
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,0,0.0,0.0078,0.0,0.0,-1,0,314,39958,20
GatedCUSUM(n=2),gradual_drift,20,0,1.0,0.5025,0.001,0.002,0,20,20236,20036,0
GatedEWMA(n=2),gradual_drift,20,0,1.0,0.8155,0.0006,0.0012,0,20,32841,7431,0
GatedMAD(n=2),gradual_drift,20,0,0.5,0.0428,0.0058,0.0114,2,10,1723,38549,10
GatedZScore(n=2),gradual_drift,20,0,0.0,0.0065,0.0,0.0,-1,0,261,40011,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,0,0.0,0.0061,0.0,0.0,-1,0,245,40027,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,0,1.0,0.816,0.0006,0.0012,0,20,32863,7409,0
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,0,0.5,0.0432,0.0057,0.0113,2,10,1739,38533,10
TwoLayerEnsemble,gradual_drift,20,0,1.0,0.8169,0.0006,0.0012,0,20,32899,7373,0
"ZScore(w=20, thr=3.0)",gradual_drift,20,1,0.0,0.0507,0.0,0.0,-1,0,2042,38203,20
"MAD(w=20, thr=3.5)",gradual_drift,20,1,0.45,0.1603,0.0014,0.0028,2,9,6451,33794,11
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,1,0.1,0.2723,0.0002,0.0004,-1,2,10960,29285,18
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,1,0.1,0.1157,0.0004,0.0009,-1,2,4657,35588,18
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,1,0.1,0.1221,0.0004,0.0008,3,2,4912,35333,18
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,1,0.15,0.2393,0.0003,0.0006,0,3,9629,30616,17
GatedCUSUM(n=2),gradual_drift,20,1,0.0,0.0319,0.0,0.0,-1,0,1285,38960,20
GatedEWMA(n=2),gradual_drift,20,1,0.05,0.2535,0.0001,0.0002,-1,1,10204,30041,19
GatedMAD(n=2),gradual_drift,20,1,0.4,0.055,0.0036,0.0071,3,8,2213,38032,12
GatedZScore(n=2),gradual_drift,20,1,0.0,0.0056,0.0,0.0,-1,0,226,40019,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,1,0.0,0.0054,0.0,0.0,-1,0,217,40028,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,1,0.05,0.2542,0.0001,0.0002,-1,1,10231,30014,19
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,1,0.4,0.0552,0.0036,0.0071,3,8,2222,38023,12
TwoLayerEnsemble,gradual_drift,20,1,0.05,0.2577,0.0001,0.0002,-1,1,10371,29874,19
"ZScore(w=20, thr=3.0)",gradual_drift,20,2,0.4,0.0536,0.0037,0.0073,2,8,2150,37935,12
"MAD(w=20, thr=3.5)",gradual_drift,20,2,0.65,0.1293,0.0025,0.005,0,13,5181,34904,7
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,2,0.45,0.1659,0.0014,0.0027,-1,9,6651,33434,11
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,2,0.15,0.085,0.0009,0.0017,-1,3,3407,36678,17
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,2,0.1,0.1174,0.0004,0.0008,-1,2,4705,35380,18
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,2,0.0,0.007,0.0,0.0,-1,0,279,39806,20
GatedCUSUM(n=2),gradual_drift,20,2,0.0,0.0371,0.0,0.0,-1,0,1487,38598,20
GatedEWMA(n=2),gradual_drift,20,2,0.4,0.1604,0.0012,0.0025,-1,8,6428,33657,12
GatedMAD(n=2),gradual_drift,20,2,0.55,0.0614,0.0044,0.0088,1,11,2462,37623,9
GatedZScore(n=2),gradual_drift,20,2,0.15,0.0121,0.0061,0.0118,3,3,485,39600,17
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,2,0.15,0.0118,0.0063,0.0121,3,3,472,39613,17
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,2,0.4,0.1607,0.0012,0.0025,-1,8,6443,33642,12
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,2,0.55,0.0617,0.0044,0.0088,1,11,2475,37610,9
TwoLayerEnsemble,gradual_drift,20,2,0.55,0.1709,0.0016,0.0032,3,11,6852,33233,9
"ZScore(w=20, thr=3.0)",gradual_drift,20,3,0.05,0.066,0.0004,0.0007,-1,1,2658,37620,19
"MAD(w=20, thr=3.5)",gradual_drift,20,3,0.4,0.1989,0.001,0.002,0,8,8012,32266,12
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,3,0.0,0.186,0.0,0.0,-1,0,7491,32787,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,3,0.0,0.1273,0.0,0.0,-1,0,5128,35150,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,3,0.05,0.1522,0.0002,0.0003,-1,1,6132,34146,19
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,3,0.0,0.0,0.0,0.0,-1,0,0,40278,20
GatedCUSUM(n=2),gradual_drift,20,3,0.0,0.0665,0.0,0.0,-1,0,2680,37598,20
GatedEWMA(n=2),gradual_drift,20,3,0.0,0.18,0.0,0.0,-1,0,7252,33026,20
GatedMAD(n=2),gradual_drift,20,3,0.3,0.0912,0.0016,0.0032,1,6,3675,36603,14
GatedZScore(n=2),gradual_drift,20,3,0.0,0.0155,0.0,0.0,-1,0,624,39654,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,3,0.0,0.0155,0.0,0.0,-1,0,623,39655,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,3,0.0,0.181,0.0,0.0,-1,0,7289,32989,20
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,3,0.3,0.0913,0.0016,0.0032,1,6,3676,36602,14
TwoLayerEnsemble,gradual_drift,20,3,0.0,0.1926,0.0,0.0,-1,0,7756,32522,20
"ZScore(w=20, thr=3.0)",gradual_drift,20,4,0.05,0.0478,0.0005,0.001,0,1,1911,38068,19
"MAD(w=20, thr=3.5)",gradual_drift,20,4,0.1,0.1388,0.0004,0.0007,0,2,5551,34428,18
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,4,0.6,0.1275,0.0023,0.0047,0,12,5099,34880,8
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,4,0.3,0.1114,0.0013,0.0027,0,6,4452,35527,14
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,4,0.2,0.109,0.0009,0.0018,0,4,4359,35620,16
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,4,0.55,0.7468,0.0004,0.0007,-1,11,29857,10122,9
GatedCUSUM(n=2),gradual_drift,20,4,0.0,0.0094,0.0,0.0,-1,0,374,39605,20
GatedEWMA(n=2),gradual_drift,20,4,0.5,0.1241,0.002,0.004,1,10,4962,35017,10
GatedMAD(n=2),gradual_drift,20,4,0.0,0.0546,0.0,0.0,-1,0,2182,37797,20
GatedZScore(n=2),gradual_drift,20,4,0.0,0.0062,0.0,0.0,-1,0,247,39732,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,4,0.0,0.0059,0.0,0.0,-1,0,236,39743,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,4,0.5,0.1242,0.002,0.004,1,10,4964,35015,10
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,4,0.0,0.0549,0.0,0.0,-1,0,2193,37786,20
TwoLayerEnsemble,gradual_drift,20,4,0.5,0.13,0.0019,0.0038,1,10,5198,34781,10
"ZScore(w=20, thr=3.0)",gradual_drift,20,5,0.0,0.0613,0.0,0.0,-1,0,2467,37795,20
"MAD(w=20, thr=3.5)",gradual_drift,20,5,0.25,0.1677,0.0007,0.0015,3,5,6750,33512,15
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,5,1.0,0.1754,0.0028,0.0056,0,20,7062,33200,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,5,0.9,0.0902,0.0049,0.0098,1,18,3632,36630,2
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,5,0.75,0.1182,0.0031,0.0063,0,15,4757,35505,5
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,5,0.0,0.0006,0.0,0.0,-1,0,24,40238,20
GatedCUSUM(n=2),gradual_drift,20,5,0.8,0.0213,0.0183,0.0359,4,16,856,39406,4
GatedEWMA(n=2),gradual_drift,20,5,1.0,0.1661,0.003,0.0059,0,20,6687,33575,0
GatedMAD(n=2),gradual_drift,20,5,0.2,0.0733,0.0014,0.0027,4,4,2953,37309,16
GatedZScore(n=2),gradual_drift,20,5,0.0,0.0107,0.0,0.0,-1,0,429,39833,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,5,0.0,0.0107,0.0,0.0,-1,0,429,39833,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,5,1.0,0.1668,0.003,0.0059,0,20,6716,33546,0
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,5,0.2,0.0733,0.0014,0.0027,4,4,2953,37309,16
TwoLayerEnsemble,gradual_drift,20,5,1.0,0.1754,0.0028,0.0056,0,20,7061,33201,0
"ZScore(w=20, thr=3.0)",gradual_drift,20,6,0.0,0.0549,0.0,0.0,-1,0,2210,38059,20
"MAD(w=20, thr=3.5)",gradual_drift,20,6,0.45,0.1429,0.0016,0.0031,3,9,5754,34515,11
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,6,0.0,0.0056,0.0,0.0,-1,0,227,40042,20
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,6,0.0,0.0122,0.0,0.0,-1,0,492,39777,20
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,6,0.1,0.0818,0.0006,0.0012,3,2,3292,36977,18
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,6,0.0,0.0197,0.0,0.0,-1,0,795,39474,20
GatedCUSUM(n=2),gradual_drift,20,6,0.0,0.0007,0.0,0.0,-1,0,28,40241,20
GatedEWMA(n=2),gradual_drift,20,6,0.0,0.0046,0.0,0.0,-1,0,185,40084,20
GatedMAD(n=2),gradual_drift,20,6,0.4,0.0637,0.0031,0.0062,4,8,2566,37703,12
GatedZScore(n=2),gradual_drift,20,6,0.0,0.0091,0.0,0.0,-1,0,365,39904,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,6,0.0,0.0089,0.0,0.0,-1,0,360,39909,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,6,0.0,0.0047,0.0,0.0,-1,0,190,40079,20
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,6,0.4,0.0638,0.0031,0.0062,4,8,2571,37698,12
TwoLayerEnsemble,gradual_drift,20,6,0.0,0.0135,0.0,0.0,-1,0,543,39726,20
"ZScore(w=20, thr=3.0)",gradual_drift,20,7,0.05,0.051,0.0005,0.001,-1,1,2047,38071,19
"MAD(w=20, thr=3.5)",gradual_drift,20,7,0.05,0.1382,0.0002,0.0004,-1,1,5545,34573,19
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,7,1.0,0.2897,0.0017,0.0034,0,20,11623,28495,0
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,7,0.85,0.1233,0.0034,0.0068,0,17,4947,35171,3
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,7,0.55,0.1209,0.0023,0.0045,3,11,4851,35267,9
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,7,0.25,0.2947,0.0004,0.0008,-1,5,11823,28295,15
GatedCUSUM(n=2),gradual_drift,20,7,0.7,0.0266,0.0129,0.0254,-1,14,1069,39049,6
GatedEWMA(n=2),gradual_drift,20,7,1.0,0.2641,0.0019,0.0038,0,20,10595,29523,0
GatedMAD(n=2),gradual_drift,20,7,0.0,0.0505,0.0,0.0,-1,0,2024,38094,20
GatedZScore(n=2),gradual_drift,20,7,0.0,0.0057,0.0,0.0,-1,0,229,39889,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,7,0.0,0.0054,0.0,0.0,-1,0,215,39903,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,7,1.0,0.265,0.0019,0.0037,0,20,10633,29485,0
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,7,0.0,0.0508,0.0,0.0,-1,0,2038,38080,20
TwoLayerEnsemble,gradual_drift,20,7,1.0,0.2686,0.0019,0.0037,0,20,10776,29342,0
"ZScore(w=20, thr=3.0)",gradual_drift,20,8,0.15,0.068,0.0011,0.0022,4,3,2735,37512,17
"MAD(w=20, thr=3.5)",gradual_drift,20,8,0.6,0.2568,0.0012,0.0023,0,12,10334,29913,8
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,8,0.9,0.5412,0.0008,0.0016,2,18,21781,18466,2
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,8,0.9,0.2197,0.002,0.0041,2,18,8844,31403,2
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,8,0.65,0.3195,0.001,0.002,-1,13,12859,27388,7
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,8,0.6,0.4685,0.0006,0.0013,-1,12,18856,21391,8
GatedCUSUM(n=2),gradual_drift,20,8,0.85,0.1249,0.0034,0.0067,3,17,5027,35220,3
GatedEWMA(n=2),gradual_drift,20,8,0.85,0.5081,0.0008,0.0017,3,17,20449,19798,3
GatedMAD(n=2),gradual_drift,20,8,0.55,0.1435,0.0019,0.0038,1,11,5777,34470,9
GatedZScore(n=2),gradual_drift,20,8,0.1,0.0174,0.0028,0.0055,-1,2,701,39546,18
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,8,0.1,0.0173,0.0029,0.0056,-1,2,696,39551,18
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,8,0.85,0.5097,0.0008,0.0017,3,17,20514,19733,3
Spike_OR(GatedMAD+GatedZScore),gradual_drift,20,8,0.55,0.1437,0.0019,0.0038,1,11,5782,34465,9
TwoLayerEnsemble,gradual_drift,20,8,0.85,0.5145,0.0008,0.0016,3,17,20707,19540,3
"ZScore(w=20, thr=3.0)",gradual_drift,20,9,0.0,0.066,0.0,0.0,-1,0,2658,37620,20
"MAD(w=20, thr=3.5)",gradual_drift,20,9,0.0,0.1989,0.0,0.0,-1,0,8013,32265,20
"EWMA(lambda=0.2, L=3.5)",gradual_drift,20,9,0.8,0.1862,0.0021,0.0042,4,16,7500,32778,4
"CUSUM(k=0.5, h=3.5)",gradual_drift,20,9,0.8,0.1273,0.0031,0.0062,3,16,5129,35149,4
"PageHinkley(delta=0.5, lambda=12.0)",gradual_drift,20,9,0.55,0.1525,0.0018,0.0036,3,11,6141,34137,9
"SlidingWindow(mean, w=20, thr=3.0)",gradual_drift,20,9,0.0,0.0,0.0,0.0,-1,0,0,40278,20
GatedCUSUM(n=2),gradual_drift,20,9,0.7,0.0665,0.0052,0.0103,-1,14,2680,37598,6
GatedEWMA(n=2),gradual_drift,20,9,0.75,0.1803,0.0021,0.0041,-1,15,7261,33017,5
GatedMAD(n=2),gradual_drift,20,9,0.0,0.0912,0.0,0.0,-1,0,3675,36603,20
GatedZScore(n=2),gradual_drift,20,9,0.0,0.0155,0.0,0.0,-1,0,624,39654,20
Spike_AND(GatedMAD+GatedZScore),gradual_drift,20,9,0.0,0.0155,0.0,0.0,-1,0,623,39655,20
Sustained_OR(GatedEWMA+GatedCUSUM),gradual_drift,20,9,0.75,0.1812,0.0021,0.0041,-1,15,7298,32980,5
